YEAR,QUARTER,MONTH,PEAK DEMAND,DEMAND MET,REGION,STATE,DEMAND NOT MET,DEMAND
2014,Q4,10,82,82,EAST,SIKKAM,0,82
2014,Q4,10,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2014,Q4,10,136,126,NE,ARUNACHAL PRADESH,-10,136
2014,Q4,10,1380,1257,NE,ASSAM,-123,1380
2014,Q4,10,140,134,NE,MANIPUR,-6,140
2014,Q4,10,335,273,NE,MEGHALAYA,-62,335
2014,Q4,10,87,80,NE,MIZORAM,-7,87
2014,Q4,10,140,118,NE,NAGALAND,-22,140
2014,Q4,10,310,266,NE,TRIPURA,-44,310
2014,Q4,11,190,190,NORTH,CHANDIGARH,0,190
2014,Q4,11,3408,3408,NORTH,DELHI,0,3408
2014,Q4,11,6345,6340,NORTH,HARYANA,-5,6345
2014,Q4,11,1403,1403,NORTH,HIMACHAL PRADESH,0,1403
2014,Q4,11,2455,1964,NORTH,JAMMU & KASHMIR,-491,2455
2014,Q4,11,5626,5626,NORTH,PUNJAB,0,5626
2014,Q4,11,9525,9525,NORTH,RAJASTAN,0,9525
2014,Q4,11,12744,10694,NORTH,UTTAR PRADESH,-2050,12744
2014,Q4,11,1828,1748,NORTH,UTTARAKHAND,-80,1828
2014,Q4,11,3133,2923,WEST,CHATTISGARH,-210,3133
2014,Q4,11,12815,12815,WEST,GUJARAT,0,12815
2014,Q4,11,9477,9477,WEST,MADYA PRADESH,0,9477
2014,Q4,11,19906,19045,WEST,MAHARASTRA,-861,19906
2014,Q4,11,297,297,WEST,DAMAN AND DIU,0,297
2014,Q4,11,635,635,WEST,DADRA AND NAGAR HAVELI,0,635
2014,Q4,11,422,421,WEST,GOA,-1,422
2014,Q4,11,6128,6030,SOUTH,ANDRA PRADESH,-98,6128
2014,Q4,11,8818,7955,SOUTH, KARNATAKA,-863,8818
2014,Q4,11,3513,3342,SOUTH,KERALA,-171,3513
2014,Q4,11,12220,11083,SOUTH,TAMILNADU,-1137,12220
2014,Q4,11,318,317,SOUTH,PUDUCHERRY,-1,318
2014,Q4,11,8,8,SOUTH,LAKSHADWEEP,0,8
2014,Q4,11,2904,2754,EAST,BIHAR,-150,2904
2014,Q4,11,2523,2483,EAST,DVC,-40,2523
2014,Q4,11,1065,1055,EAST,JARKHAND,-10,1065
2014,Q4,11,3670,3620,EAST,ORISSA,-50,3670
2014,Q4,11,6310,6290,EAST,WEST BENGAL,-20,6310
2014,Q4,11,78,78,EAST,SIKKAM,0,78
2014,Q4,11,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2014,Q4,11,125,116,NE,ARUNACHAL PRADESH,-9,125
2014,Q4,11,1435,1250,NE,ASSAM,-185,1435
2014,Q4,11,140,138,NE,MANIPUR,-2,140
2014,Q4,11,350,338,NE,MEGHALAYA,-12,350
2014,Q4,11,90,80,NE,MIZORAM,-10,90
2014,Q4,11,120,115,NE,NAGALAND,-5,120
2014,Q4,11,270,222,NE,TRIPURA,-48,270
2014,Q4,12,252,252,NORTH,CHANDIGARH,0,252
2014,Q4,12,4271,4271,NORTH,DELHI,0,4271
2014,Q4,12,6480,6480,NORTH,HARYANA,0,6480
2014,Q4,12,1417,1397,NORTH,HIMACHAL PRADESH,-20,1417
2014,Q4,12,2554,2043,NORTH,JAMMU & KASHMIR,-511,2554
2014,Q4,12,5808,5808,NORTH,PUNJAB,0,5808
2014,Q4,12,10642,10642,NORTH,RAJASTAN,0,10642
2014,Q4,12,13439,11779,NORTH,UTTAR PRADESH,-1660,13439
2014,Q4,12,1873,1873,NORTH,UTTARAKHAND,0,1873
2014,Q4,12,3185,3086,WEST,CHATTISGARH,-99,3185
2014,Q4,12,11846,11846,WEST,GUJARAT,0,11846
2014,Q4,12,9755,9717,WEST,MADYA PRADESH,-38,9755
2014,Q4,12,18862,18696,WEST,MAHARASTRA,-166,18862
2014,Q4,12,297,297,WEST,DAMAN AND DIU,0,297
2014,Q4,12,688,688,WEST,DADRA AND NAGAR HAVELI,0,688
2014,Q4,12,453,451,WEST,GOA,-2,453
2014,Q4,12,5986,5976,SOUTH,ANDRA PRADESH,-10,5986
2014,Q4,12,9410,8967,SOUTH, KARNATAKA,-443,9410
2014,Q4,12,3516,3390,SOUTH,KERALA,-126,3516
2014,Q4,12,12252,11334,SOUTH,TAMILNADU,-918,12252
2014,Q4,12,311,309,SOUTH,PUDUCHERRY,-2,311
2014,Q4,12,8,8,SOUTH,LAKSHADWEEP,0,8
2014,Q4,12,2708,2558,EAST,BIHAR,-150,2708
2014,Q4,12,2172,2142,EAST,DVC,-30,2172
2014,Q4,12,1065,1047,EAST,JARKHAND,-18,1065
2014,Q4,12,3534,3504,EAST,ORISSA,-30,3534
2014,Q4,12,5833,5818,EAST,WEST BENGAL,-15,5833
2014,Q4,12,78,78,EAST,SIKKAM,0,78
2014,Q4,12,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2014,Q4,12,2708,117,NE,ARUNACHAL PRADESH,-8,2708
2014,Q4,12,2172,1204,NE,ASSAM,-246,2172
2014,Q4,12,1065,139,NE,MANIPUR,-1,1065
2014,Q4,12,3534,367,NE,MEGHALAYA,-3,3534
2014,Q4,12,5833,86,NE,MIZORAM,-4,5833
2014,Q4,12,78,123,NE,NAGALAND,-2,78
2014,Q4,12,40,210,NE,TRIPURA,-40,40
2015,Q1,1,252,252,NORTH,CHANDIGARH,0,252
2015,Q1,1,4405,4405,NORTH,DELHI,0,4405
2015,Q1,1,6720,6720,NORTH,HARYANA,0,6720
2015,Q1,1,1417,1403,NORTH,HIMACHAL PRADESH,-14,1417
2015,Q1,1,2393,2006,NORTH,JAMMU & KASHMIR,-387,2393
2015,Q1,1,5347,5347,NORTH,PUNJAB,0,5347
2015,Q1,1,10179,10179,NORTH,RAJASTAN,0,10179
2015,Q1,1,12024,11644,NORTH,UTTAR PRADESH,-380,12024
2015,Q1,1,1930,1930,NORTH,UTTARAKHAND,0,1930
2015,Q1,1,3114,3011,WEST,CHATTISGARH,-103,3114
2015,Q1,1,11844,11804,WEST,GUJARAT,-40,11844
2015,Q1,1,9511,9466,WEST,MADYA PRADESH,-45,9511
2015,Q1,1,18464,17866,WEST,MAHARASTRA,-598,18464
2015,Q1,1,297,297,WEST,DAMAN AND DIU,0,297
2015,Q1,1,679,679,WEST,DADRA AND NAGAR HAVELI,0,679
2015,Q1,1,395,393,WEST,GOA,-2,395
2015,Q1,1,6397,6392,SOUTH,ANDRA PRADESH,-5,6397
2015,Q1,1,9825,9175,SOUTH, KARNATAKA,-650,9825
2015,Q1,1,3540,3413,SOUTH,KERALA,-127,3540
2015,Q1,1,12692,11838,SOUTH,TAMILNADU,-854,12692
2015,Q1,1,319,318,SOUTH,PUDUCHERRY,-1,319
2015,Q1,1,8,8,SOUTH,LAKSHADWEEP,0,8
2015,Q1,1,2742,2602,EAST,BIHAR,-140,2742
2015,Q1,1,2502,2467,EAST,DVC,-35,2502
2015,Q1,1,1040,1018,EAST,JARKHAND,-22,1040
2015,Q1,1,3389,3364,EAST,ORISSA,-25,3389
2015,Q1,1,6332,6317,EAST,WEST BENGAL,-15,6332
2015,Q1,1,83,83,EAST,SIKKAM,0,83
2015,Q1,1,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2015,Q1,1,120,115,NE,ARUNACHAL PRADESH,-5,120
2015,Q1,1,1380,1220,NE,ASSAM,-160,1380
2015,Q1,1,150,144,NE,MANIPUR,-6,150
2015,Q1,1,370,343,NE,MEGHALAYA,-27,370
2015,Q1,1,90,88,NE,MIZORAM,-2,90
2015,Q1,1,130,123,NE,NAGALAND,-7,130
2015,Q1,1,245,210,NE,TRIPURA,-35,245
2015,Q1,2,225,225,NORTH,CHANDIGARH,0,225
2015,Q1,2,3847,3847,NORTH,DELHI,0,3847
2015,Q1,2,6692,6692,NORTH,HARYANA,0,6692
2015,Q1,2,1422,1422,NORTH,HIMACHAL PRADESH,0,1422
2015,Q1,2,2377,2021,NORTH,JAMMU & KASHMIR,-356,2377
2015,Q1,2,6053,6053,NORTH,PUNJAB,0,6053
2015,Q1,2,10095,10095,NORTH,RAJASTAN,0,10095
2015,Q1,2,12362,11387,NORTH,UTTAR PRADESH,-975,12362
2015,Q1,2,1910,1910,NORTH,UTTARAKHAND,0,1910
2015,Q1,2,3619,3468,WEST,CHATTISGARH,-151,3619
2015,Q1,2,12277,12273,WEST,GUJARAT,-4,12277
2015,Q1,2,9033,9033,WEST,MADYA PRADESH,0,9033
2015,Q1,2,19146,18816,WEST,MAHARASTRA,-330,19146
2015,Q1,2,297,297,WEST,DAMAN AND DIU,0,297
2015,Q1,2,679,679,WEST,DADRA AND NAGAR HAVELI,0,679
2015,Q1,2,435,433,WEST,GOA,-2,435
2015,Q1,2,6530,6518,SOUTH,ANDRA PRADESH,-12,6530
2015,Q1,2,9810,9349,SOUTH, KARNATAKA,-461,9810
2015,Q1,2,3604,3481,SOUTH,KERALA,-123,3604
2015,Q1,2,12939,12295,SOUTH,TAMILNADU,-644,12939
2015,Q1,2,322,322,SOUTH,PUDUCHERRY,0,322
2015,Q1,2,8,8,SOUTH,LAKSHADWEEP,0,8
2015,Q1,2,2930,2830,EAST,BIHAR,-100,2930
2015,Q1,2,2360,2320,EAST,DVC,-40,2360
2015,Q1,2,1038,1016,EAST,JARKHAND,-22,1038
2015,Q1,2,3560,3525,EAST,ORISSA,-35,3560
2015,Q1,2,6736,6721,EAST,WEST BENGAL,-15,6736
2015,Q1,2,83,83,EAST,SIKKAM,0,83
2015,Q1,2,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2015,Q1,2,130,115,NE,ARUNACHAL PRADESH,-15,130
2015,Q1,2,1380,1215,NE,ASSAM,-165,1380
2015,Q1,2,140,136,NE,MANIPUR,-4,140
2015,Q1,2,320,316,NE,MEGHALAYA,-4,320
2015,Q1,2,89,88,NE,MIZORAM,-1,89
2015,Q1,2,120,120,NE,NAGALAND,0,120
2015,Q1,2,235,212,NE,TRIPURA,-23,235
2015,Q1,3,199,199,NORTH,CHANDIGARH,0,199
2015,Q1,3,3589,3589,NORTH,DELHI,0,3589
2015,Q1,3,6010,6010,NORTH,HARYANA,0,6010
2015,Q1,3,1365,1365,NORTH,HIMACHAL PRADESH,0,1365
2015,Q1,3,2286,1988,NORTH,JAMMU & KASHMIR,-298,2286
2015,Q1,3,5881,5881,NORTH,PUNJAB,0,5881
2015,Q1,3,8199,8199,NORTH,RAJASTAN,0,8199
2015,Q1,3,12400,12040,NORTH,UTTAR PRADESH,-360,12400
2015,Q1,3,1751,1751,NORTH,UTTARAKHAND,0,1751
2015,Q1,3,3817,3638,WEST,CHATTISGARH,-179,3817
2015,Q1,3,12724,12719,WEST,GUJARAT,-5,12724
2015,Q1,3,6815,6815,WEST,MADYA PRADESH,0,6815
2015,Q1,3,19936,19804,WEST,MAHARASTRA,-132,19936
2015,Q1,3,301,301,WEST,DAMAN AND DIU,0,301
2015,Q1,3,714,714,WEST,DADRA AND NAGAR HAVELI,0,714
2015,Q1,3,466,465,WEST,GOA,-1,466
2015,Q1,3,6790,6784,SOUTH,ANDRA PRADESH,-6,6790
2015,Q1,3,9889,9549,SOUTH, KARNATAKA,-340,9889
2015,Q1,3,3724,3594,SOUTH,KERALA,-130,3724
2015,Q1,3,13707,12659,SOUTH,TAMILNADU,-1048,13707
2015,Q1,3,337,335,SOUTH,PUDUCHERRY,-2,337
2015,Q1,3,8,8,SOUTH,LAKSHADWEEP,0,8
2015,Q1,3,2994,2874,EAST,BIHAR,-120,2994
2015,Q1,3,2423,2393,EAST,DVC,-30,2423
2015,Q1,3,1025,1007,EAST,JARKHAND,-18,1025
2015,Q1,3,3920,3892,EAST,ORISSA,-28,3920
2015,Q1,3,7347,7332,EAST,WEST BENGAL,-15,7347
2015,Q1,3,77,77,EAST,SIKKAM,0,77
2015,Q1,3,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2015,Q1,3,120,107,NE,ARUNACHAL PRADESH,-13,120
2015,Q1,3,1320,1215,NE,ASSAM,-105,1320
2015,Q1,3,148,146,NE,MANIPUR,-2,148
2015,Q1,3,360,343,NE,MEGHALAYA,-17,360
2015,Q1,3,84,81,NE,MIZORAM,-3,84
2015,Q1,3,130,128,NE,NAGALAND,-2,130
2015,Q1,3,260,233,NE,TRIPURA,-27,260
2015,Q2,4,241,241,NORTH,CHANDIGARH,0,241
2015,Q2,4,4517,4517,NORTH,DELHI,0,4517
2015,Q2,4,6370,6370,NORTH,HARYANA,0,6370
2015,Q2,4,1379,1379,NORTH,HIMACHAL PRADESH,0,1379
2015,Q2,4,2191,1906,NORTH,JAMMU & KASHMIR,-285,2191
2015,Q2,4,5778,5778,NORTH,PUNJAB,0,5778
2015,Q2,4,7798,7798,NORTH,RAJASTAN,0,7798
2015,Q2,4,12967,12347,NORTH,UTTAR PRADESH,-620,12967
2015,Q2,4,1837,1762,NORTH,UTTARAKHAND,-75,1837
2015,Q2,4,3788,3677,WEST,CHATTISGARH,-111,3788
2015,Q2,4,13207,13178,WEST,GUJARAT,-29,13207
2015,Q2,4,6984,6984,WEST,MADYA PRADESH,0,6984
2015,Q2,4,19933,19714,WEST,MAHARASTRA,-219,19933
2015,Q2,4,301,301,WEST,DAMAN AND DIU,0,301
2015,Q2,4,740,740,WEST,DADRA AND NAGAR HAVELI,0,740
2015,Q2,4,583,552,WEST,GOA,-31,583
2015,Q2,4,6794,6789,SOUTH,ANDRA PRADESH,-5,6794
2015,Q2,4,9463,9335,SOUTH, KARNATAKA,-128,9463
2015,Q2,4,3653,3512,SOUTH,KERALA,-141,3653
2015,Q2,4,13363,12380,SOUTH,TAMILNADU,-983,13363
2015,Q2,4,351,350,SOUTH,PUDUCHERRY,-1,351
2015,Q2,4,8,8,SOUTH,LAKSHADWEEP,0,8
2015,Q2,4,3025,2945,EAST,BIHAR,-80,3025
2015,Q2,4,2562,2547,EAST,DVC,-15,2562
2015,Q2,4,1061,1043,EAST,JARKHAND,-18,1061
2015,Q2,4,3872,3850,EAST,ORISSA,-22,3872
2015,Q2,4,7532,7517,EAST,WEST BENGAL,-15,7532
2015,Q2,4,77,77,EAST,SIKKAM,0,77
2015,Q2,4,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2015,Q2,4,138,114,NE,ARUNACHAL PRADESH,-24,138
2015,Q2,4,1395,1282,NE,ASSAM,-113,1395
2015,Q2,4,150,148,NE,MANIPUR,-2,150
2015,Q2,4,400,312,NE,MEGHALAYA,-88,400
2015,Q2,4,85,80,NE,MIZORAM,-5,85
2015,Q2,4,120,112,NE,NAGALAND,-8,120
2015,Q2,4,265,238,NE,TRIPURA,-27,265
2015,Q2,5,266,266,NORTH,CHANDIGARH,0,266
2015,Q2,5,5465,5465,NORTH,DELHI,0,5465
2015,Q2,5,7400,7400,NORTH,HARYANA,0,7400
2015,Q2,5,1311,1311,NORTH,HIMACHAL PRADESH,0,1311
2015,Q2,5,2285,1987,NORTH,JAMMU & KASHMIR,-298,2285
2015,Q2,5,7567,7567,NORTH,PUNJAB,0,7567
2015,Q2,5,8577,8577,NORTH,RAJASTAN,0,8577
2015,Q2,5,14696,12991,NORTH,UTTAR PRADESH,-1705,14696
2015,Q2,5,1965,1925,NORTH,UTTARAKHAND,-40,1965
2015,Q2,5,3748,3466,WEST,CHATTISGARH,-282,3748
2015,Q2,5,13314,13188,WEST,GUJARAT,-126,13314
2015,Q2,5,7159,7158,WEST,MADYA PRADESH,-1,7159
2015,Q2,5,19886,19722,WEST,MAHARASTRA,-164,19886
2015,Q2,5,278,278,WEST,DAMAN AND DIU,0,278
2015,Q2,5,720,720,WEST,DADRA AND NAGAR HAVELI,0,720
2015,Q2,5,467,467,WEST,GOA,0,467
2015,Q2,5,6737,6732,SOUTH,ANDRA PRADESH,-5,6737
2015,Q2,5,8930,8746,SOUTH, KARNATAKA,-184,8930
2015,Q2,5,3723,3632,SOUTH,KERALA,-91,3723
2015,Q2,5,13010,12744,SOUTH,TAMILNADU,-266,13010
2015,Q2,5,343,342,SOUTH,PUDUCHERRY,-1,343
2015,Q2,5,8,8,SOUTH,LAKSHADWEEP,0,8
2015,Q2,5,2710,2630,EAST,BIHAR,-80,2710
2015,Q2,5,2630,2610,EAST,DVC,-20,2630
2015,Q2,5,1085,1067,EAST,JARKHAND,-18,1085
2015,Q2,5,3902,3880,EAST,ORISSA,-22,3902
2015,Q2,5,7644,7629,EAST,WEST BENGAL,-15,7644
2015,Q2,5,77,77,EAST,SIKKAM,0,77
2015,Q2,5,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2015,Q2,5,138,109,NE,ARUNACHAL PRADESH,-29,138
2015,Q2,5,1382,1260,NE,ASSAM,-122,1382
2015,Q2,5,160,153,NE,MANIPUR,-7,160
2015,Q2,5,400,295,NE,MEGHALAYA,-105,400
2015,Q2,5,85,84,NE,MIZORAM,-1,85
2015,Q2,5,120,112,NE,NAGALAND,-8,120
2015,Q2,5,300,254,NE,TRIPURA,-46,300
2015,Q2,6,342,342,NORTH,CHANDIGARH,0,342
2015,Q2,6,5846,5846,NORTH,DELHI,0,5846
2015,Q2,6,8086,8086,NORTH,HARYANA,0,8086
2015,Q2,6,1299,1299,NORTH,HIMACHAL PRADESH,0,1299
2015,Q2,6,2437,1978,NORTH,JAMMU & KASHMIR,-459,2437
2015,Q2,6,10607,10607,NORTH,PUNJAB,0,10607
2015,Q2,6,9010,9010,NORTH,RAJASTAN,0,9010
2015,Q2,6,15391,13521,NORTH,UTTAR PRADESH,-1870,15391
2015,Q2,6,1986,1946,NORTH,UTTARAKHAND,-40,1986
2015,Q2,6,3394,3209,WEST,CHATTISGARH,-185,3394
2015,Q2,6,13266,13237,WEST,GUJARAT,-29,13266
2015,Q2,6,7127,7127,WEST,MADYA PRADESH,0,7127
2015,Q2,6,19290,19145,WEST,MAHARASTRA,-145,19290
2015,Q2,6,281,281,WEST,DAMAN AND DIU,0,281
2015,Q2,6,725,725,WEST,DADRA AND NAGAR HAVELI,0,725
2015,Q2,6,450,449,WEST,GOA,-1,450
2015,Q2,6,6628,6620,SOUTH,ANDRA PRADESH,-8,6628
2015,Q2,6,8428,8235,SOUTH, KARNATAKA,-193,8428
2015,Q2,6,3672,3448,SOUTH,KERALA,-224,3672
2015,Q2,6,13580,12968,SOUTH,TAMILNADU,-612,13580
2015,Q2,6,357,350,SOUTH,PUDUCHERRY,-7,357
2015,Q2,6,8,8,SOUTH,LAKSHADWEEP,0,8
2015,Q2,6,2967,2862,EAST,BIHAR,-75,2967
2015,Q2,6,2749,2719,EAST,DVC,-30,2749
2015,Q2,6,1101,1083,EAST,JARKHAND,-18,1101
2015,Q2,6,3846,3824,EAST,ORISSA,-22,3846
2015,Q2,6,7873,7853,EAST,WEST BENGAL,-20,7873
2015,Q2,6,83,83,EAST,SIKKAM,0,83
2015,Q2,6,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2015,Q2,6,110,108,NE,ARUNACHAL PRADESH,-2,110
2015,Q2,6,1395,1324,NE,ASSAM,-71,1395
2015,Q2,6,149,147,NE,MANIPUR,-2,149
2015,Q2,6,302,295,NE,MEGHALAYA,-7,302
2015,Q2,6,82,81,NE,MIZORAM,-1,82
2015,Q2,6,123,120,NE,NAGALAND,-3,123
2015,Q2,6,249,249,NE,TRIPURA,0,249
2015,Q3,7,331,331,NORTH,CHANDIGARH,0,331
2015,Q3,7,5743,5743,NORTH,DELHI,0,5743
2015,Q3,7,8531,8504,NORTH,HARYANA,-27,8531
2015,Q3,7,1337,1337,NORTH,HIMACHAL PRADESH,0,1337
2015,Q3,7,2318,1967,NORTH,JAMMU & KASHMIR,-351,2318
2015,Q3,7,10852,10852,NORTH,PUNJAB,0,10852
2015,Q3,7,8431,8431,NORTH,RAJASTAN,0,8431
2015,Q3,7,16438,13373,NORTH,UTTAR PRADESH,-3065,16438
2015,Q3,7,1948,1948,NORTH,UTTARAKHAND,0,1948
2015,Q3,7,3741,3410,WEST,CHATTISGARH,-331,3741
2015,Q3,7,14443,14417,WEST,GUJARAT,-26,14443
2015,Q3,7,7130,7130,WEST,MADYA PRADESH,0,7130
2015,Q3,7,19734,19266,WEST,MAHARASTRA,-468,19734
2015,Q3,7,281,281,WEST,DAMAN AND DIU,0,281
2015,Q3,7,725,725,WEST,DADRA AND NAGAR HAVELI,0,725
2015,Q3,7,409,405,WEST,GOA,-4,409
2015,Q3,7,6900,6847,SOUTH,ANDRA PRADESH,-53,6900
2015,Q3,7,9184,8705,SOUTH, KARNATAKA,-479,9184
2015,Q3,7,3510,3391,SOUTH,KERALA,-119,3510
2015,Q3,7,13455,13448,SOUTH,TAMILNADU,-7,13455
2015,Q3,7,352,344,SOUTH,PUDUCHERRY,-8,352
2015,Q3,7,8,8,SOUTH,LAKSHADWEEP,0,8
2015,Q3,7,3159,3084,EAST,BIHAR,-75,3159
2015,Q3,7,2718,2688,EAST,DVC,-30,2718
2015,Q3,7,1101,1083,EAST,JARKHAND,-18,1101
2015,Q3,7,3866,3844,EAST,ORISSA,-22,3866
2015,Q3,7,7621,7601,EAST,WEST BENGAL,-20,7621
2015,Q3,7,83,83,EAST,SIKKAM,0,83
2015,Q3,7,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2015,Q3,7,110,108,NE,ARUNACHAL PRADESH,-2,110
2015,Q3,7,1487,1326,NE,ASSAM,-161,1487
2015,Q3,7,139,139,NE,MANIPUR,0,139
2015,Q3,7,316,316,NE,MEGHALAYA,0,316
2015,Q3,7,78,78,NE,MIZORAM,0,78
2015,Q3,7,140,138,NE,NAGALAND,-2,140
2015,Q3,7,250,250,NE,TRIPURA,0,250
2015,Q3,8,330,330,NORTH,CHANDIGARH,0,330
2015,Q3,8,5434,5434,NORTH,DELHI,0,5434
2015,Q3,8,8871,8871,NORTH,HARYANA,0,8871
2015,Q3,8,1312,1312,NORTH,HIMACHAL PRADESH,0,1312
2015,Q3,8,2237,1898,NORTH,JAMMU & KASHMIR,-339,2237
2015,Q3,8,10571,10571,NORTH,PUNJAB,0,10571
2015,Q3,8,10080,10080,NORTH,RAJASTAN,0,10080
2015,Q3,8,16872,12929,NORTH,UTTAR PRADESH,-3943,16872
2015,Q3,8,1928,1853,NORTH,UTTARAKHAND,-75,1928
2015,Q3,8,3622,3494,WEST,CHATTISGARH,-128,3622
2015,Q3,8,14422,14391,WEST,GUJARAT,-31,14422
2015,Q3,8,7484,7477,WEST,MADYA PRADESH,-7,7484
2015,Q3,8,18571,18447,WEST,MAHARASTRA,-124,18571
2015,Q3,8,307,307,WEST,DAMAN AND DIU,0,307
2015,Q3,8,719,719,WEST,DADRA AND NAGAR HAVELI,0,719
2015,Q3,8,422,385,WEST,GOA,-37,422
2015,Q3,8,6500,6500,SOUTH,ANDRA PRADESH,0,6500
2015,Q3,8,8772,8208,SOUTH, KARNATAKA,-564,8772
2015,Q3,8,3562,3411,SOUTH,KERALA,-151,3562
2015,Q3,8,13522,13416,SOUTH,TAMILNADU,-106,13522
2015,Q3,8,344,343,SOUTH,PUDUCHERRY,-1,344
2015,Q3,8,8,8,SOUTH,LAKSHADWEEP,0,8
2015,Q3,8,3221,3061,EAST,BIHAR,-160,3221
2015,Q3,8,2381,2351,EAST,DVC,-30,2381
2015,Q3,8,1115,1090,EAST,JARKHAND,-25,1115
2015,Q3,8,3947,3929,EAST,ORISSA,-18,3947
2015,Q3,8,7397,7355,EAST,WEST BENGAL,-42,7397
2015,Q3,8,83,83,EAST,SIKKAM,0,83
2015,Q3,8,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2015,Q3,8,116,115,NE,ARUNACHAL PRADESH,-1,116
2015,Q3,8,1412,1330,NE,ASSAM,-82,1412
2015,Q3,8,150,148,NE,MANIPUR,-2,150
2015,Q3,8,322,322,NE,MEGHALAYA,0,322
2015,Q3,8,85,84,NE,MIZORAM,-1,85
2015,Q3,8,133,132,NE,NAGALAND,-1,133
2015,Q3,8,262,261,NE,TRIPURA,-1,262
2015,Q3,9,319,319,NORTH,CHANDIGARH,0,319
2015,Q3,9,5463,5457,NORTH,DELHI,-6,5463
2015,Q3,9,9113,9113,NORTH,HARYANA,0,9113
2015,Q3,9,1300,1300,NORTH,HIMACHAL PRADESH,0,1300
2015,Q3,9,2388,2026,NORTH,JAMMU & KASHMIR,-362,2388
2015,Q3,9,10665,10665,NORTH,PUNJAB,0,10665
2015,Q3,9,10961,10961,NORTH,RAJASTAN,0,10961
2015,Q3,9,16988,13493,NORTH,UTTAR PRADESH,-3495,16988
2015,Q3,9,1948,1948,NORTH,UTTARAKHAND,0,1948
2015,Q3,9,3929,3681,WEST,CHATTISGARH,-248,3929
2015,Q3,9,14495,14448,WEST,GUJARAT,-47,14495
2015,Q3,9,8377,8377,WEST,MADYA PRADESH,0,8377
2015,Q3,9,19247,18984,WEST,MAHARASTRA,-263,19247
2015,Q3,9,307,307,WEST,DAMAN AND DIU,0,307
2015,Q3,9,727,727,WEST,DADRA AND NAGAR HAVELI,0,727
2015,Q3,9,455,413,WEST,GOA,-42,455
2015,Q3,9,6336,6330,SOUTH,ANDRA PRADESH,-6,6336
2015,Q3,9,9000,7303,SOUTH, KARNATAKA,-1697,9000
2015,Q3,9,3597,3491,SOUTH,KERALA,-106,3597
2015,Q3,9,13533,13505,SOUTH,TAMILNADU,-28,13533
2015,Q3,9,368,335,SOUTH,PUDUCHERRY,-33,368
2015,Q3,9,8,8,SOUTH,LAKSHADWEEP,0,8
2015,Q3,9,3609,3409,EAST,BIHAR,-200,3609
2015,Q3,9,2411,2306,EAST,DVC,-105,2411
2015,Q3,9,1085,1085,EAST,JARKHAND,0,1085
2015,Q3,9,3770,3770,EAST,ORISSA,0,3770
2015,Q3,9,7702,7659,EAST,WEST BENGAL,-43,7702
2015,Q3,9,83,83,EAST,SIKKAM,0,83
2015,Q3,9,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2015,Q3,9,122,122,NE,ARUNACHAL PRADESH,0,122
2015,Q3,9,1435,1325,NE,ASSAM,-110,1435
2015,Q3,9,146,146,NE,MANIPUR,0,146
2015,Q3,9,285,283,NE,MEGHALAYA,-2,285
2015,Q3,9,90,89,NE,MIZORAM,-1,90
2015,Q3,9,121,120,NE,NAGALAND,-1,121
2015,Q3,9,269,268,NE,TRIPURA,-1,269
2015,Q4,10,237,237,NORTH,CHANDIGARH,0,237
2015,Q4,10,4481,4481,NORTH,DELHI,0,4481
2015,Q4,10,8215,7962,NORTH,HARYANA,-253,8215
2015,Q4,10,1338,1338,NORTH,HIMACHAL PRADESH,0,1338
2015,Q4,10,2362,2004,NORTH,JAMMU & KASHMIR,-358,2362
2015,Q4,10,8093,8093,NORTH,PUNJAB,0,8093
2015,Q4,10,9453,9453,NORTH,RAJASTAN,0,9453
2015,Q4,10,16759,13134,NORTH,UTTAR PRADESH,-3625,16759
2015,Q4,10,1865,1865,NORTH,UTTARAKHAND,0,1865
2015,Q4,10,3912,3757,WEST,CHATTISGARH,-155,3912
2015,Q4,10,14092,14062,WEST,GUJARAT,-30,14092
2015,Q4,10,9975,9975,WEST,MADYA PRADESH,0,9975
2015,Q4,10,20973,20594,WEST,MAHARASTRA,-379,20973
2015,Q4,10,307,307,WEST,DAMAN AND DIU,0,307
2015,Q4,10,729,729,WEST,DADRA AND NAGAR HAVELI,0,729
2015,Q4,10,448,448,WEST,GOA,0,448
2015,Q4,10,6944,6913,SOUTH,ANDRA PRADESH,-31,6944
2015,Q4,10,9255,7460,SOUTH, KARNATAKA,-1795,9255
2015,Q4,10,3469,3469,SOUTH,KERALA,0,3469
2015,Q4,10,12965,12929,SOUTH,TAMILNADU,-36,12965
2015,Q4,10,342,332,SOUTH,PUDUCHERRY,-10,342
2015,Q4,10,8,8,SOUTH,LAKSHADWEEP,0,8
